State,City,Postcode,State Population Rank,Household Income,Median Age,Population,Race White,Starbucks Count
TN,SIGNAL MOUNTAIN,37377,19,87753,44.3,15933,15536,180
NJ,HAZLET,07730,18,87738,43.3,17212,15512,261
NJ,COLUMBIA,07832,18,87727,47.7,4021,3860,261
ME,SEAL HARBOR,04675,48,87721,54,401,396,30
TX,NADA,77460,2,87721,44,111,111,1042
CT,NORTH FRANKLIN,06254,30,87708,45.9,1931,1867,123
AK,ANDERSON,99744,41,87708,44.5,160,139,49
UT,AXTELL,84621,27,87702,39.3,235,235,101
IN,HAUBSTADT,47639,16,87681,37.6,4201,4191,221
MT,CLANCY,59634,42,87625,46.7,4794,4626,36
KY,SOUTH CARROLLTON,42374,26,87621,46,268,268,116
MA,ASHBURNHAM,01430,23,87615,42.8,6160,5961,273
WI,RICHFIELD,53076,22,87586,44.1,3355,3276,145
CO,TABERNASH,80478,13,87581,36.5,1541,1416,481
TN,ARRINGTON,37014,19,87566,40.8,2500,2250,180
NJ,WOODSTOWN,08098,18,87500,42.6,9492,8187,261
OH,AUGUSTA,44607,7,87500,35.4,199,179,377
OH,HINCKLEY,44233,7,87500,46,7836,7702,377
IL,BARTELSO,62218,5,87500,42.8,1794,1788,575
CT,BERLIN,06037,30,87457,46.2,19194,18203,123
NJ,NORTHVALE,07647,18,87422,45.1,5339,3766,261
NH,NORTH HAMPTON,03862,46,87413,49,4361,4058,29
MA,BYFIELD,01922,23,87412,45.4,2803,2663,273
MA,WATERTOWN,02472,23,87409,38.2,33350,28279,273
NY,WEST HARRISON,10604,4,87396,41.1,11808,9420,645
NY,SAND LAKE,12153,4,87393,42.2,914,900,645
MD,PORT REPUBLIC,20676,15,87356,39.4,4419,3995,257
NY,ELMSFORD,10523,4,87353,36,8752,3492,645
CT,CANTON,06019,30,87326,45.9,10309,9702,123
CA,SAN FRANCISCO,94116,1,87321,43.6,45559,17046,2821
VA,BOYCE,22620,9,87321,45,2346,2073,432
MD,BEL ALTON,20611,15,87305,48.8,1197,786,257
MA,CHARLTON,01507,23,87294,42.3,13215,12861,273
NH,FREMONT,03044,46,87292,44.4,4319,4169,29
NJ,CHATSWORTH,08019,18,87292,43.7,1012,937,261
MD,FRIENDSHIP,20758,15,87277,52.2,488,453,257
NC,BAHAMA,27503,12,87262,44.6,6244,3726,338
MA,GRANBY,01033,23,87222,44.3,6304,6252,273
TX,NEW BRAUNFELS,78132,2,87198,44.4,23671,22632,1042
OH,STRONGSVILLE,44149,7,87195,47.2,18766,17427,377
IA,UNDERWOOD,51576,32,87188,37.7,2029,2027,89
IL,OAK PARK,60304,5,87183,38,17666,12121,575
NY,STATEN ISLAND,10308,4,87174,43.3,29766,28187,645
NJ,HADDON HEIGHTS,08035,18,87173,43,7614,7022,261
IA,VAN METER,50261,32,87167,38.3,2526,2482,89
NJ,HIGHLAND LAKES,07422,18,87159,44.1,6223,5869,261
CT,NORTH HAVEN,06473,30,87139,45.2,24184,21494,123
CT,QUAKER HILL,06375,30,87137,44.8,4024,3567,123
MD,BISHOPVILLE,21813,15,87109,43.4,2687,2447,257
IN,MC CORDSVILLE,46055,16,87104,36.8,9945,8440,221
VA,CROSS JUNCTION,22625,9,87083,40,4155,3621,432
TX,IMPERIAL,79743,2,87083,47.9,395,376,1042
CO,PINE,80470,13,87083,47.1,3463,3252,481
NH,CONTOOCOOK,03229,46,87083,45.7,5602,5447,29
VA,TOANO,23168,9,87074,38.3,6385,4981,432
TX,MULDOON,78949,2,87054,39.6,636,636,1042
MD,HARWOOD,20776,15,87050,43.8,3344,2850,257
MA,STERLING,01564,23,87039,44.2,7896,7587,273
NJ,POMPTON LAKES,07442,18,87004,41.5,11179,10297,261
NE,LINCOLN,68532,38,87000,35.8,812,765,58
CA,CANYON,94516,1,87000,52.3,186,167,2821
CA,ACTON,93510,1,86944,47.1,7462,6108,2821
IL,MEDINAH,60157,5,86917,42.8,2097,1962,575
MO,EUREKA,63025,21,86896,41.1,13912,13341,188
MN,CANYON,55717,20,86875,50.3,252,233,184
CT,SHELTON,06484,30,86870,46,40783,38038,123
CT,DANBURY,06811,30,86867,41.1,31461,24838,123
PA,SCHNECKSVILLE,18078,11,86853,44.9,7168,7047,357
MA,ROWLEY,01969,23,86820,44.9,6081,5944,273
KS,LENEXA,66227,29,86786,38,4730,4500,94
UT,GARRISON,84728,27,86719,45.5,71,71,101
VA,CHAMPLAIN,22438,9,86719,37.8,246,37,432
NC,APEX,27539,12,86716,37.9,22099,18860,338
NY,COLDEN,14033,4,86708,44.2,2455,2420,645
CT,WOODSTOCK,06281,30,86705,46.2,6667,6572,123
NJ,SOMERSET,08873,18,86702,40.5,52629,24810,261
RI,HOPE,02831,50,86696,47.3,3191,3149,27
AL,MONTGOMERY,36113,33,86667,35.3,1706,1065,85
MA,MATTAPOISETT,02739,23,86659,46.6,6176,5975,273
NY,BURNT HILLS,12027,4,86656,46.1,3762,3675,645
NJ,HIGHTSTOWN,08520,18,86652,39.1,27100,18041,261
NY,VOORHEESVILLE,12186,4,86648,45.1,6382,6017,645
MD,KEEDYSVILLE,21756,15,86625,42.5,3837,3751,257
IN,EVANSVILLE,47725,16,86589,39.3,16694,15221,221
NH,WEARE,03281,46,86552,37.8,8883,8562,29
MD,BRYANS ROAD,20616,15,86551,35.6,6014,2144,257
MO,BALLWIN,63021,21,86537,39.1,56456,48916,188
IL,CHANNAHON,60410,5,86497,36.3,13045,12129,575
NY,CRAGSMOOR,12420,4,86466,53.2,497,465,645
MO,SAINT ALBANS,63073,21,86450,37.7,965,965,188
NJ,SOUTH PLAINFIELD,07080,18,86404,41.6,23871,15368,261
WA,COLBERT,99005,6,86396,39.4,8772,8458,757
NY,HOLTSVILLE,11742,4,86381,40.3,13164,11871,645
NY,SKANEATELES,13152,4,86380,50.3,8150,7978,645
AK,FAIRBANKS,99712,41,86354,38.2,12016,10428,49
MA,EAST TAUNTON,02718,23,86343,42.9,6275,6009,273
CA,ALTADENA,91001,1,86310,42.2,37163,20485,2821
CA,SAINT HELENA,94574,1,86307,49.5,9062,7704,2821
MA,BERKLEY,02779,23,86288,40.6,6547,6402,273
MN,WELCH,55089,20,86250,44.9,1940,1660,184
MD,FAIRPLAY,21733,15,86250,44.1,838,828,257
AK,HEALY,99743,41,86250,36.8,1130,996,49
ND,ZAHL,58856,49,86250,44.1,179,179,13
NJ,HAMBURG,07419,18,86250,46,8562,7990,261
MT,CARTER,59420,42,86250,39.5,309,265,36
IA,HAVERHILL,50120,32,86250,39.5,320,319,89
IA,ELY,52227,32,86250,36.1,3035,2994,89
MA,WAKEFIELD,01880,23,86210,42.2,25819,23938,273
NY,CUTCHOGUE,11935,4,86125,51.5,3218,3081,645
VA,FREDERICKSBURG,22405,9,86122,36.2,29977,24215,432
NY,SAG HARBOR,11963,4,86111,48.1,6913,6271,645
NJ,LEONIA,07605,18,86107,42.6,9129,4313,261
WY,FARSON,82932,44,86100,37.1,808,808,23
NY,AMAGANSETT,11930,4,86083,52.5,1459,1435,645
MI,BRIGHTON,48114,14,86081,44.1,20600,20053,283
MD,RIDGE,20680,15,86080,40.1,1361,1112,257
NY,FLORIDA,10921,4,86071,42.7,3861,3195,645
IL,LAKE FORK,62541,5,86042,52.3,38,38,575
NH,HUDSON,03051,46,86030,40.2,24780,23373,29
MN,NERSTRAND,55053,20,86023,43.9,1010,978,184
WI,NASHOTAH,53058,22,86014,42.4,3519,3379,145
NY,OAKDALE,11769,4,86000,46,8592,8169,645
IA,HOMESTEAD,52236,32,85980,38.1,669,635,89
NY,GLEN OAKS,11004,4,85968,45.6,13778,6866,645
RI,WEST GREENWICH,02817,50,85942,42,6117,5402,27
NJ,ATLANTIC HIGHLANDS,07716,18,85938,46.4,8687,8042,261
ND,WHEATLAND,58079,49,85893,41.5,525,525,13
NH,GRANTHAM,03753,46,85880,46.8,2966,2849,29
CA,SAN GERONIMO,94963,1,85855,42.4,701,701,2821
MD,WOOLFORD,21677,15,85833,48.1,575,546,257
CO,JAMESTOWN,80455,13,85804,48,499,452,481
NH,DEERFIELD,03037,46,85798,42.7,4314,4299,29
CT,OAKDALE,06370,30,85779,43.2,7633,6691,123
MA,CATAUMET,02534,23,85762,45.4,913,791,273
NY,RHINECLIFF,12574,4,85750,46.9,219,202,645
NH,FRANCESTOWN,03043,46,85729,47.9,1482,1426,29
CA,WILTON,95693,1,85690,48.5,6322,5232,2821
OH,CINCINNATI,45244,7,85675,39.2,28709,27572,377
WA,SEATTLE,98164,6,85670,52.9,106,106,757
GA,UPATOI,31829,10,85652,44.9,979,711,326
FL,PONTE VEDRA,32081,3,85632,36.2,7306,6605,694
ND,COURTENAY,58426,49,85625,54.2,162,162,13
IN,FLOYDS KNOBS,47119,16,85625,43.9,11127,10713,221
NJ,POINT PLEASANT BEACH,08742,18,85592,45.1,24249,23559,261
SC,DAUFUSKIE ISLAND,29915,25,85583,39.1,599,591,131
CT,ELLINGTON,06029,30,85556,40.4,15659,14491,123
MA,NEWBURYPORT,01950,23,85556,48.1,17766,17021,273
NY,LAKE VIEW,14085,4,85536,39.4,7040,6967,645
MA,MELROSE,02176,23,85521,41.6,27681,25400,273
OH,NOVELTY,44072,7,85474,49,4632,4529,377
ND,BALDWIN,58521,49,85458,49,639,635,13
CO,GYPSUM,81637,13,85436,35.9,8222,7147,481
CT,OLD LYME,06371,30,85411,50.5,9738,9301,123
NJ,POMPTON PLAINS,07444,18,85407,49.2,10811,10228,261
VA,SEAFORD,23696,9,85395,47.3,3652,3491,432
MD,ANNAPOLIS,21403,15,85355,40.8,30521,22385,257
GA,GRAYSON,30017,10,85333,38.8,23676,14713,326
NJ,CREAM RIDGE,08514,18,85321,40.5,5131,4890,261
KS,OVERLAND PARK,66207,29,85318,49.3,13235,12255,94
PA,PORT MATILDA,16870,11,85285,40,6699,6480,357
NJ,NUTLEY,07110,18,85224,41.9,28549,22769,261
MD,BRYANTOWN,20617,15,85129,44.1,932,692,257
NJ,SUSSEX,07461,18,85116,43.5,19305,17991,261
PA,KINTNERSVILLE,18930,11,85110,51.5,2657,2636,357
MN,MAPLE PLAIN,55359,20,85109,45.7,6438,6196,184
RI,SHANNOCK,02875,50,85096,44.4,426,412,27
MI,NOVI,48375,14,85080,40,22613,15200,283
NJ,PORT REPUBLIC,08241,18,85063,47.9,978,942,261
NY,HONEOYE FALLS,14472,4,85049,45.5,8550,8213,645
NJ,BORDENTOWN,08505,18,85044,39.7,17920,13693,261
SD,DIMOCK,57331,43,85000,38.7,435,429,25
NH,LYNDEBOROUGH,03082,46,85000,48.7,1664,1610,29
MA,DOUGLAS,01516,23,84985,39.9,8650,8428,273
FL,TALLAHASSEE,32317,3,84970,41.1,14206,10878,694
NY,ROSEDALE,11422,4,84955,35.1,33245,2563,645
MA,LYNN,01904,23,84932,38.9,17521,14253,273
MI,MILFORD,48380,14,84926,48.1,7370,7092,283
CO,ARVADA,80005,13,84900,43.5,27662,25887,481
IL,FORSYTH,62535,5,84871,44,3610,3083,575
MN,LORETTO,55357,20,84871,42.4,3338,3291,184
DE,TOWNSEND,19734,45,84849,38.2,11995,9607,25
CA,SAN QUENTIN,94964,1,84844,37.3,3884,891,2821
NY,WASHINGTONVILLE,10992,4,84830,44.8,9048,7541,645
ME,WEST BETHEL,04286,48,84821,45.1,143,143,30
IL,SPRING GROVE,60081,5,84799,42.2,9874,9692,575
NJ,JACKSON,08527,18,84782,42.3,55459,48576,261
OK,JENKS,74037,35,84760,35.1,16433,13635,79
NJ,LAFAYETTE,07848,18,84727,48.2,4775,4528,261
AK,CORDOVA,99574,41,84716,49.4,2696,1886,49
NJ,OLD BRIDGE,08857,18,84710,40.9,40369,31209,261
OR,BANKS,97106,17,84688,40.1,4812,4381,359
CT,SOUTHINGTON,06489,30,84688,44.8,33312,31125,123
CT,GAYLORDSVILLE,06755,30,84671,40,910,788,123
WI,HUBERTUS,53033,22,84646,49,4704,4628,145
MT,JEFFERSON CITY,59638,42,84609,35.3,803,706,36
PA,BOILING SPRINGS,17007,11,84600,44,5787,5651,357
IL,DOWNERS GROVE,60516,5,84583,44,27944,23993,575
MD,CLEMENTS,20624,15,84531,47.2,1206,1123,257
NE,RAYMOND,68428,38,84531,37.7,1415,1415,58
MA,NANTUCKET,02554,23,84479,39.7,10287,8812,273
ND,KINDRED,58051,49,84479,38.4,1550,1517,13
SC,SUNSET,29685,25,84464,51.6,1441,1359,131
NH,NEW IPSWICH,03071,46,84461,37,5157,5067,29
RI,EAST GREENWICH,02818,50,84409,45.5,18065,16824,27
IL,RINGWOOD,60072,5,84375,40.2,910,851,575
NJ,ESTELL MANOR,08319,18,84375,44.9,1251,1203,261
MN,HAMPTON,55031,20,84355,38.5,2206,2127,184
MA,ROCHDALE,01542,23,84271,46.4,2110,2031,273
VA,RAPIDAN,22733,9,84261,45.1,1873,1224,432
PA,REINHOLDS,17569,11,84260,35.7,6223,5770,357
NJ,GLENWOOD,07418,18,84219,47.2,1885,1826,261
NY,IONIA,14475,4,84167,44.3,243,243,645
MD,WOODSBORO,21798,15,84167,41.3,2348,2201,257
MA,CAMBRIDGE,02140,23,84163,35.1,18384,11846,273
KS,BUCYRUS,66013,29,84148,49.1,2205,2163,94
TX,MOUNTAIN HOME,78058,2,84145,51.8,897,828,1042
MA,EAST BRIDGEWATER,02333,23,84118,43.2,14113,13609,273
OH,RICHFIELD,44286,7,84118,50.5,6120,5854,377
CA,LOS ANGELES,90056,1,84099,50.7,8537,1050,2821
WA,RAVENSDALE,98051,6,84096,40.2,3677,3347,757
SD,RUTLAND,57057,43,84063,52.3,128,128,25
CT,SOUTHBURY,06488,30,84058,50.3,19790,18550,123
PA,GLENSIDE,19038,11,84057,41.4,31008,24763,357
IA,RIVERSIDE,52327,32,84036,36.9,3364,3295,89
WI,SOBIESKI,54171,22,84034,42,3656,3641,145
IA,LONG GROVE,52756,32,84028,38.6,2060,1987,89
NJ,LEDGEWOOD,07852,18,84006,43.6,4075,3453,261
CA,MOUNT HERMON,95041,1,84000,36.3,222,222,2821
WI,HARTLAND,53029,22,83990,41.8,20839,20073,145
NH,NEWTON,03858,46,83945,38.8,4752,4653,29
CT,BETHLEHEM,06751,30,83935,48.1,3492,3430,123
MA,NORTH GRAFTON,01536,23,83917,40.2,7634,6684,273
VA,BURR HILL,22433,9,83906,50.7,308,308,432
NV,CRESCENT VALLEY,89821,24,83875,40.3,448,433,253
CT,CANTERBURY,06331,30,83862,43.8,5097,4996,123
IN,FORT WAYNE,46845,16,83852,40.4,21972,19926,221
NH,HOOKSETT,03106,46,83836,41.3,13765,13061,29
NJ,MOUNT ARLINGTON,07856,18,83815,53.9,4082,3651,261
MA,CHERRY VALLEY,01611,23,83802,40.6,2548,2191,273
PA,PINE GROVE MILLS,16868,11,83780,51.5,394,394,357
VA,POQUOSON,23662,9,83780,43.7,12027,11365,432
CT,SALISBURY,06068,30,83750,54,1741,1705,123
NY,GARNERVILLE,10923,4,83734,39.6,8473,5980,645
NM,BUENA VISTA,87712,34,83724,41,387,334,76
NY,YORK,14592,4,83702,49.8,166,166,645
SD,HOUGHTON,57449,43,83682,46.4,186,186,25
KS,PECK,67120,29,83654,47,1361,1238,94
CO,BOULDER,80304,13,83653,37.5,27241,24979,481
PA,ZIONSVILLE,18092,11,83643,49.5,3127,3042,357
NY,SARDINIA,14134,4,83594,41.5,123,123,645
WY,HILLSDALE,82060,44,83594,38.9,435,435,23
MD,BITTINGER,21522,15,83594,53.3,103,103,257
CO,KIOWA,80117,13,83576,45.8,2624,2496,481
TX,LINDSAY,76250,2,83571,41,954,885,1042
CT,BEACON FALLS,06403,30,83571,43.2,6008,5848,123
NY,JAMESVILLE,13078,4,83558,46.6,10397,8826,645
NJ,LAKE HIAWATHA,07034,18,83527,37.3,9745,6221,261
NM,HOBBS,88242,34,83524,35.8,7523,6750,76
NJ,LUMBERTON,08048,18,83505,39.6,12443,8741,261
RI,EXETER,02822,50,83465,42.5,6470,6086,27
AL,MAYLENE,35114,33,83462,38.4,7953,6062,85
CA,BIG CREEK,93605,1,83456,45.4,248,193,2821
VA,LINDEN,22642,9,83451,37.7,4446,4161,432
CT,MILFORD,06461,30,83438,44.1,15002,13706,123
TX,HOBSON,78117,2,83438,45.3,778,719,1042
VA,CHESTER,23836,9,83432,39.1,12830,8823,432
TX,GOLDSBORO,79519,2,83409,45.9,104,104,1042
KS,MARIENTHAL,67863,29,83393,40.1,283,281,94
CT,FALLS VILLAGE,06031,30,83393,51.5,1330,1291,123
MD,DAMERON,20628,15,83382,45.4,210,210,257
CT,NORWALK,06855,30,83375,42.5,7694,5833,123
PA,PERKIOMENVILLE,18074,11,83355,41.9,5950,5745,357
NY,MONTGOMERY,12549,4,83352,40.5,11036,10396,645
MA,LEVERETT,01054,23,83333,49.8,1993,1857,273
NY,BROOKLYN,11231,4,83310,36.3,35263,23327,645
CA,GRATON,95444,1,83304,41.7,710,290,2821
NY,PALISADES,10964,4,83257,54.7,1557,1384,645
MO,LEES SUMMIT,64064,21,83250,39.4,16540,14166,188
NY,HUGUENOT,12746,4,83221,35.2,1388,1273,645
WA,KEYPORT,98345,6,83214,35.5,488,483,757
NY,WESTHAMPTON BEACH,11978,4,83203,47.6,3124,2839,645
OH,LITCHFIELD,44253,7,83194,46.6,3264,3257,377
NH,KEARSARGE,03847,46,83145,52.2,283,283,29
MN,WEBSTER,55088,20,83125,39.4,1834,1798,184
CA,MATHER,95655,1,83125,36.1,4190,2550,2821
MA,RAYNHAM,02767,23,83125,41.6,13765,11968,273
NJ,LINCOLN PARK,07035,18,83063,44,10786,9610,261
PA,GLENVILLE,17329,11,83029,45.7,2518,2518,357
MA,MARSHFIELD,02050,23,82986,44.1,25786,24584,273
MD,DICKERSON,20842,15,82955,50.3,1634,1483,257
NJ,GIBBSBORO,08026,18,82944,44,2236,2127,261
ND,ALAMO,58830,49,82917,44,282,280,13
IL,SMITHTON,62285,5,82917,42.1,4476,4315,575
MI,MACOMB,48042,14,82899,40.2,28756,26920,283
NY,WYNANTSKILL,12198,4,82899,39.8,7844,7366,645
RI,CHEPACHET,02814,50,82896,46.5,7328,7057,27
PA,DERRICK CITY,16727,11,82891,49.5,202,202,357
GA,FORTSON,31808,10,82887,42.2,6858,5852,326
NY,WILLOW,12495,4,82857,47.5,361,348,645
NY,POMONA,10970,4,82856,40.6,9873,5544,645
MO,CAMDEN POINT,64018,21,82841,45,872,869,188
AK,PORT ALEXANDER,99836,41,82813,40.1,31,31,49
KY,LACKEY,41643,26,82813,44.7,219,219,116
AZ,VAIL,85641,8,82808,36.6,24020,20917,488
VA,FREDERICKSBURG,22408,9,82803,35.1,27953,19571,432
RI,NORTH SCITUATE,02857,50,82772,46.2,9672,9507,27
NH,ALTON BAY,03810,46,82750,47.4,1593,1593,29
IL,LAKE VILLA,60046,5,82731,38.8,35013,31210,575
NY,SHIRLEY,11967,4,82682,36.3,26845,21728,645
CO,INDIAN HILLS,80454,13,82660,38.5,1322,1217,481
PA,COOPERSBURG,18036,11,82654,47,12887,12360,357
NY,COSSAYUNA,12823,4,82639,54.7,369,369,645
PA,LANDISVILLE,17538,11,82617,45.3,6458,6189,357
PA,NEW FREEDOM,17349,11,82614,44.9,7523,7212,357
IA,PALO,52324,32,82588,37.9,2068,2034,89
NJ,CLARKSBORO,08020,18,82574,46.5,2499,2279,261
KS,GOFF,66428,29,82566,48.3,487,487,94
NY,POESTENKILL,12140,4,82564,46.4,1510,1499,645
CO,LYONS,80540,13,82557,44.8,4901,4686,481
MD,KNOXVILLE,21758,15,82548,41.5,4909,4300,257
NJ,HAWTHORNE,07506,18,82532,39.1,18989,17798,261
NJ,EDISON,08817,18,82500,36.2,44374,19848,261
NJ,PINE BEACH,08741,18,82500,44.8,2536,2466,261
NJ,LANOKA HARBOR,08734,18,82500,45.9,8013,7925,261
IA,MOUNT UNION,52644,32,82500,51.6,316,316,89
ND,WILDROSE,58795,49,82500,50.8,170,159,13
TX,SALADO,76571,2,82473,47.5,5974,5714,1042
CT,NORTH BRANFORD,06471,30,82457,46.6,7833,7424,123
NJ,PARSIPPANY,07054,18,82435,40.5,29706,15812,261
NY,SYRACUSE,13215,4,82421,44.8,15646,14430,645
NJ,LINWOOD,08221,18,82419,46.3,7036,6512,261
TX,AMARILLO,79119,2,82406,37,13736,12947,1042
CA,SPRECKELS,93962,1,82396,35.4,761,732,2821
WI,IXONIA,53036,22,82386,37.5,2718,2591,145
WA,MICA,99023,6,82375,46,662,622,757
TN,ATOKA,38004,19,82313,38.3,10479,8803,180
DE,BEAR,19701,45,82298,37.5,39520,24679,25
ND,MANNING,58642,49,82292,51.2,323,311,13
WY,BIG PINEY,83113,44,82292,36.4,3065,2926,23
MD,VALLEY LEE,20692,15,82222,43.4,1641,1614,257
MI,NEW BOSTON,48164,14,82208,41.7,8948,8580,283
PA,EASTON,18040,11,82202,42.5,16465,14279,357
CA,LA PALMA,90623,1,82182,41.9,15839,6680,2821
RI,WYOMING,02898,50,82145,43,1406,1405,27
MT,COLSTRIP,59323,42,82143,39.1,2375,1849,36
MA,WHATELY,01093,23,82125,52.3,307,304,273
CT,NORWALK,06850,30,82115,41.3,18871,14438,123
IN,FORTVILLE,46040,16,82105,38.9,11443,10423,221
CT,CROMWELL,06416,30,82081,43.8,14086,12218,123
CA,PLAYA DEL REY,90293,1,82055,40.6,12458,8874,2821
MA,ASHBY,01431,23,82019,45.5,3177,3100,273
NH,NEW DURHAM,03855,46,82000,45.4,2653,2640,29
CT,SOUTH KENT,06785,30,81964,42.6,714,663,123
NJ,PARLIN,08859,18,81960,39.8,21418,13763,261
IN,NEW PALESTINE,46163,16,81956,43.7,11581,11393,221
CO,LONGMONT,80503,13,81938,43,32079,28966,481
VA,MARSHALL,20115,9,81932,44.5,6551,5691,432
NY,BUSKIRK,12028,4,81923,40.4,951,883,645
NJ,HIGH BRIDGE,08829,18,81905,41.9,3651,3441,261
PA,AVONDALE,19311,11,81903,36,9549,8665,357
MA,WEST WAREHAM,02576,23,81875,41.8,4763,4077,273
VT,BROWNSVILLE,05037,51,81875,46.9,476,469,8
MN,ROCKFORD,55373,20,81875,37.1,5644,5322,184
MT,ULM,59485,42,81875,51.8,539,516,36
IL,EDWARDS,61528,5,81850,41.8,2766,2394,575
VT,WESTFORD,05494,51,81823,43.6,1741,1668,8
MA,HUBBARDSTON,01452,23,81757,42.6,4474,4303,273
ND,ARGUSVILLE,58005,49,81750,40.1,715,699,13
KS,VIOLA,67149,29,81750,52.8,790,781,94
ND,NORWICH,58768,49,81750,43.9,248,248,13
PA,POTTSTOWN,19465,11,81748,43,17069,15762,357
CA,MEADOW VISTA,95722,1,81719,51.8,4478,4392,2821
AL,CHELSEA,35043,33,81714,36.9,10101,8972,85
NH,EXETER,03833,46,81712,43.8,21199,20437,29
NY,RUSH,14543,4,81689,49.6,3131,3030,645
MA,GRANVILLE,01034,23,81688,46.7,2190,2131,273
NY,HOLMES,12531,4,81686,44.4,3786,3506,645
MA,EAST LONGMEADOW,01028,23,81655,45.5,16017,14677,273
NY,WALLKILL,12589,4,81609,38.6,17840,15040,645
NJ,DEAL,07723,18,81607,52.2,888,865,261
GA,BROOKS,30205,10,81595,45.9,3184,3034,326
CT,ROCKY HILL,06067,30,81576,43.2,19839,15590,123
NY,VERONA BEACH,13162,4,81571,42.3,519,519,645
NV,BATTLE MOUNTAIN,89820,24,81571,35.6,5677,4990,253
IL,BOODY,62514,5,81563,42.4,207,207,575
CT,WINDSOR,06095,30,81540,42.6,29268,14943,123
NY,BLOOMINGTON,12411,4,81518,41.2,511,476,645
MD,CONOWINGO,21918,15,81500,44.7,3735,3623,257
WV,SHENANDOAH JUNCTION,25442,47,81500,44.2,1519,1430,25
CT,MANSFIELD CENTER,06250,30,81486,40.5,4862,4361,123
MD,WALKERSVILLE,21793,15,81480,39,10337,8917,257
ID,NORTH FORK,83466,36,81458,53.5,249,228,67
MA,MILLVILLE,01529,23,81438,41.9,3208,3001,273
NY,PAWLING,12564,4,81429,43.4,7152,6124,645
AR,WIDEMAN,72585,37,81406,36.4,395,395,55
WI,OREGON,53575,22,81373,40.1,16070,14572,145
NC,CHARLOTTE,28270,12,81350,39.6,32716,26876,338
NJ,MAYWOOD,07607,18,81339,42.1,9694,7343,261
NY,LINDENHURST,11757,4,81330,40.2,45682,41430,645
NY,SPRINGFIELD GARDENS,11413,4,81287,38.4,42560,1196,645
WA,MCKENNA,98558,6,81280,39.8,319,319,757
AL,TUSCALOOSA,35406,33,81259,41.1,15639,13339,85
UT,MENDON,84325,27,81250,38.1,2033,1976,101
WY,OPAL,83124,44,81250,53.6,108,106,23
TX,LA VERNIA,78121,2,81250,40.9,11742,10833,1042
MI,WASHINGTON,48094,14,81237,42.4,18562,17129,283
ME,YORK,03909,48,81231,50.4,9870,9716,30
NJ,MONTCLAIR,07042,18,81225,39.4,25598,14055,261
MN,SAINT PAUL,55120,20,81220,46.3,4205,3679,184
CA,FRIANT,93626,1,81219,45.4,1153,1069,2821
NY,AVERILL PARK,12018,4,81205,43.9,7383,7290,645
NH,BARRINGTON,03825,46,81174,44,8710,8559,29
NY,CAMBRIA HEIGHTS,11411,4,81149,44.1,19208,594,645
TX,DANBURY,77534,2,81141,35.9,3014,2919,1042
NH,NEWBURY,03255,46,81136,53.2,1865,1829,29
OH,MACEDONIA,44056,7,81121,44.4,11538,9762,377
MA,WEST BRIDGEWATER,02379,23,81119,43.6,7008,6445,273
WA,WEST RICHLAND,99353,6,81095,38.6,14595,13125,757
CA,PALO CEDRO,96073,1,81094,50.2,4207,3941,2821
NM,LEMITAR,87823,34,81089,43.5,1176,1144,76
IL,MARYVILLE,62062,5,81076,42.8,8204,7564,575
NY,MARCY,13403,4,81071,40.7,7588,5498,645
MN,DENNISON,55018,20,81071,39.5,1053,1028,184
MA,EAST FREETOWN,02717,23,81061,46.1,4301,4065,273
MA,HAMPDEN,01036,23,81018,49.1,5179,5133,273
NE,KENNARD,68034,38,81012,39.1,981,940,58
NY,SELKIRK,12158,4,81006,40.1,6915,6570,645
CA,ALBANY,94706,1,80970,35.8,20652,11328,2821
PA,MORGANTOWN,19543,11,80922,39.1,6062,5800,357
IL,ROSCOE,61073,5,80922,41.9,19108,17986,575
ME,ELIOT,03903,48,80914,46.3,6278,6161,30
NJ,PORT READING,07064,18,80911,40.6,3634,3067,261
MO,KEARNEY,64060,21,80908,40.2,13700,13080,188
NC,ROLESVILLE,27571,12,80907,35.3,5186,4177,338
MS,VANCE,38964,39,80903,51.2,167,118,32
MO,GREENWOOD,64034,21,80901,36.8,7927,7547,188
AL,MC CALLA,35111,33,80895,37.6,16284,13552,85
OK,OKLAHOMA CITY,73170,35,80895,38.1,37382,28113,79
PA,VOWINCKEL,16260,11,80893,41.7,387,387,357
PA,WAVERLY,18471,11,80859,52.8,660,656,357
CT,PLANTSVILLE,06479,30,80851,45.4,9881,9668,123
KS,GARDEN PLAIN,67050,29,80833,42.5,1644,1604,94
KS,LONGFORD,67458,29,80833,38.5,412,412,94
CA,SHOSHONE,92384,1,80833,52.4,33,33,2821
WI,WATERFORD,53185,22,80786,43.3,18542,17639,145
SC,SIMPSONVILLE,29681,25,80778,39.4,51721,43139,131
MN,GLYNDON,56547,20,80759,37.3,2850,2767,184
KY,SIMPSONVILLE,40067,26,80750,36.2,5313,4419,116
NC,LAKE JUNALUSKA,28745,12,80714,53.9,732,732,338
MA,BARNSTABLE,02630,23,80714,50.9,2224,2173,273
IA,PEOSTA,52068,32,80707,35.9,4340,4207,89
RI,NORTH SMITHFIELD,02896,50,80677,49.3,11908,11751,27
IA,LE CLAIRE,52753,32,80648,43.2,5395,5154,89
CT,LEDYARD,06339,30,80625,38.7,8214,6571,123
